Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
"Türkiye, Republic of",2133.685,2113.068,1876.637,1753.332,1668.464,1835.181,1983.05,2260.66,2333.225,2707.896,3738.161,3691.37,3818.769,4261.644,3026.717,3880.859,4099.228,4221.923,4384.471,4020.272,4237.961,3082.899,3617.23,4684.698,6015.665,7350.887,7961.078,9640.571,10778.131,8941.404,10533.45,11221.402,11637.915,12488.968,12079.287,10973.586,10891.19,10628.898,9507.996,9132.945,8612.31,9654.085,9961.067,10863.043,11841.063,12797.951,13837.695,14971.387
Uganda,664.574,1044.13,703.042,779.82,581.032,514.181,494.509,768.935,767.651,599.952,472.193,238.48,216.036,247.107,346.255,401.893,401.413,423.918,402.455,370.515,355.466,347.812,361.953,361.772,430.758,483.032,527.739,634.361,784.496,815.808,808.713,872.039,950.56,964.833,960.698,779.047,809.498,833.537,880.467,955.694,910.16,1011.754,1105.59,1163.192,1243.398,1314.593,1400.85,1458.619
Ukraine,,,,,,,,,,,,,427.863,677.261,740.97,752.339,914.348,1037.893,874.265,664.99,664.376,784.864,885.315,1055.946,1374.753,1839.515,2319.286,3101.388,3944.724,2557.279,2982.814,3589.632,3872.534,3968.854,3053.608,2124.33,2200.002,2655.661,3118.268,3690.071,3777.89,4862.117,,,,,,
United Arab Emirates,40014.582,40910.917,35767.654,31690.067,29017.094,27035.998,20533.019,21644.071,18435.195,20478.526,26621.511,25847.406,25960.965,25654.369,25762.53,26394.423,29058.859,29534.543,25897.653,27321.043,34688.979,32621.292,32790.711,35017.312,39304.507,43984.093,44313.551,41472.246,39074.713,30920.425,35065.935,41775.701,43932.903,45040.067,45817.068,40064.448,39144.669,41443.891,45075.57,43900.15,36284.561,41205.208,47792.94,48262.967,49303.202,50606.743,52199.063,54095.868
United Kingdom,10715.447,10420.405,9918.949,9448.727,8938.749,9488.14,11549.723,14314.956,17398.174,17667.939,20884.233,21767.13,22438.034,20055.812,21499.589,23208.739,24464.779,26749.945,28277.881,28733.206,28279.663,27816.748,30099.602,34524.996,40415.48,42171.202,44731.564,50675.532,48038.966,39101.208,39731.624,42281.87,42691.188,43757.447,47816.045,45418.935,41630.457,40903.517,43718.965,43121.056,41127.443,47328.778,47317.565,51286.062,55189.544,58120.06,61562.024,64768.914
United States,12552.943,13948.701,14404.994,15513.679,17086.441,18199.32,19034.766,20000.968,21375.999,22814.077,23847.977,24302.776,25392.931,26364.192,27674.021,28671.48,29946.973,31440.087,32833.666,34496.241,36312.782,37101.453,37945.761,39405.354,41641.617,44034.256,46216.853,47943.353,48470.553,47102.428,48586.288,50008.108,51736.738,53245.516,55083.507,56729.681,57839.992,59885.714,62769.664,65051.88,63078.471,69227.11,75179.586,78421.938,80779.279,83463.19,86521.18,89546.372
Uruguay,4139.894,4588.983,3727.408,2032.97,1920.896,1865.107,2302.543,2864.701,2946.361,3088.005,3573.099,4281.106,4890.205,5659.542,6529.958,7176.409,7580.578,7925.923,8329.081,7814.547,7405.972,6776.82,4425.116,3926.713,4456.8,5637.982,6347.279,7587.881,9808.916,10181.702,12899.687,15331.08,16213.752,18049.695,17908.776,16565.8,16448.817,18431.369,18338.79,17341.404,15208.006,16735.29,20017.557,20463.909,20919.547,21620.062,22122.04,22710.117
Uzbekistan,,,,,,,,,,,,,209.573,315.613,366.873,561.752,754.528,772.325,773.322,868.991,702.209,587.633,481.995,499.329,585.221,689.391,811.157,1048.715,1324.54,1523.417,1777.487,2067.524,2284.525,2440.258,2651.384,2761.29,2712.808,1899.657,1611.233,1801.429,1766.473,2002.438,2243.096,2554.283,2915.54,3247.276,3572.03,3919.416
Vanuatu,1053.849,956.137,930.89,931.689,1111.403,976.747,918.675,989.126,1092.048,1054.904,1141.043,1333.385,1357.696,1277.011,1422.849,1479.565,1511.705,1537.62,1441.112,1435.664,1422.228,1317.091,1313.463,1542.059,1743.287,1824.505,1985.275,2308.554,2540.715,2519.625,2719.254,3007.564,2934.853,2940.193,2947.953,2771.657,2844.132,3158.901,3256.353,3187.38,3294.916,2970.155,3049.75,3114.428,3210.658,3324.244,3413.862,3502.83
Venezuela,4671.078,5085.58,5041.589,4883.234,3447.45,3472.186,3488.564,2619.24,3292.792,2378.158,2492.939,2685.293,2968.496,2876.077,2741.979,3559.77,3174.631,3778.537,3970.433,4133.37,4820.646,4963.916,3778.255,3266.095,4311.999,5421.656,6646.803,8538.102,11079.069,9557.55,11158.18,10934.275,12693.485,8694.81,7113.389,4096.879,3676.297,3806.635,3531.883,2675.272,1608.284,2157.322,3051.738,3266.882,,,,
Vietnam,652.593,318.521,414.347,612.565,1044.409,318.956,705.99,856.91,464.581,123.364,121.715,141.111,178.973,234.983,285.953,358.661,419.063,449.338,448.119,465.248,498.579,513.197,546.555,610.357,756.981,873.136,996.255,1152.267,1446.562,1481.442,1628.013,1949.826,2197.619,2369.973,2566.854,2581.907,2720.168,2957.899,3201.686,3398.214,3514.365,3717.8,4162.938,4682.834,5118.215,5582.533,6078.369,6600.184
West Bank and Gaza,,,,,,,,,,,,,,,1227.237,1322.057,1296.081,1350.947,1416.578,1441.889,1412.75,1275.685,1102.5,1197.161,1350.906,1461.093,1480.704,1563.701,1913.316,2061.558,2406.261,2711.917,2888.598,3122.985,3158.599,3084.132,3325.846,3407.307,3353.225,3442.754,3044.744,3450.571,3517.363,3543.669,3605.521,3656.034,3699.916,3770.865
Yemen,,,,,,,,,,,1046.183,1158.26,1347.736,1550.719,1907.036,835.235,408.835,416.742,374.177,439.595,541.509,535.776,565.216,605.153,692.79,812.886,900.882,995.353,1203.721,1093.813,1309.232,1349.42,1421.171,1580.182,1647.034,1576.912,1135.353,950.153,747.223,739.947,623.233,644.153,873.903,871.574,916.509,981.884,1068.479,1172.853
Zambia,718.795,718.743,672.013,562.441,448.532,412.851,276.151,332.268,543.316,561.832,509.752,446.778,424.949,405.587,405.544,410.542,378.71,440.701,352.627,330.283,340.164,356.323,376.468,429.01,530.54,691.554,1030.685,1103.688,1365.933,1135.008,1456.052,1635.168,1724.628,1839.334,1726.647,1310.458,1254.12,1500.962,1480.42,1272.238,959.148,1095.465,1348.36,1395.03,1456.592,1521.68,1594.513,1671.731
Zimbabwe,,,,,,,,,,,1036.534,936.263,748.65,702.439,714.032,717.092,849.876,881.223,1029.202,1003.834,969.824,964.08,922.878,822.472,806.898,764.632,677.881,646.558,553.376,790.352,975.851,1131.675,1310.442,1421.696,1415.278,1425.466,1444.716,1481.241,2523.249,1542.748,1526.155,2121.568,2420.22,2307.733,2348.676,2310.474,2262.523,2320.701
Africa (Region),,,,,,,,,,,1079.029,969.31,941.612,916.506,876.104,1017.471,1108.198,1121.842,1107.775,895.169,895.353,846.485,843.598,990.678,1157.85,1328.311,1494.608,1693.731,1932.078,1793.605,2044.002,2226.68,2303.219,2330.202,2358.45,2102.388,1955.125,1923.256,2008.704,2005.581,1891.515,2064.732,2194.005,2260.63,2380.865,2512.523,2653.999,2801.125
Asia and Pacific,965.712,1013.844,967.604,1009.8,1052.382,1053.388,1314.974,1532.821,1796.706,1834.468,1879.291,2037.25,2150.933,2385.282,2543.151,2847.213,2738.099,2596.953,2287.678,2508.755,2652.997,2445.398,2468.68,2722.809,3037.705,3248.655,3440.374,3891.452,4353.134,4430.407,5122.327,5830.954,6129.615,6162.397,6324.357,6214.682,6406.986,6802.694,7235.769,7355.336,7315.402,8334.902,8892.507,9391.868,9961.751,10580.679,11220.725,11909.823
Australia and New Zealand,10348.549,11656.761,11397.003,10814.065,11613.406,10279.716,10754.679,12687.866,15803.488,17347.535,17962.551,17613.091,17042.708,16623.247,18872.938,20238.945,22366.973,22206.095,19445.282,20668.705,19728.135,18504.38,20681.03,26131.391,31489.005,34723.137,35954.751,42940.363,46286.869,42860.81,52740.602,62493.311,63801.518,61493.277,58827.319,49283.61,49816.762,53611.282,54120.313,52365.593,51038.961,60956.753,63250.75,64895.643,66026.151,68008.353,70131.68,72450.377
Caribbean,1537.157,1648.364,1800.915,1769.952,1751.65,1762.924,1652.191,1530.767,1527.025,1610.901,1730.197,1698.761,1657.117,1684.604,1883.089,2252.078,2397.786,2553.306,2706.212,2843.908,2950.782,2939.727,3013.571,3079.337,3373.524,3771.755,4064.549,4542.622,5062.658,4401.178,4659.22,4988.459,5110.704,5207.395,5226.144,5077.234,4755.003,4923.43,5101.785,5054.954,4371.54,5139.772,5929.454,6211.556,6444.486,6800.532,7168.846,7330.909
Central America,1300.573,1258.2,1237.569,1261.087,1452.165,1215.856,1102.297,1145.366,1125.76,1232.057,1141.828,1293.249,1438.999,1552.068,1581.881,1724.277,1805.45,1929.173,2047.56,2034.55,2121.671,2195.145,2272.449,2186.33,2296.947,2706.237,2918.026,3268.356,3622.263,3561.944,3902.803,4314.776,4573.972,4779.583,5023.953,5303.302,5518.02,5759.352,5900.498,6031.548,5491.7,6170.626,6752.962,7108.282,7449.387,7801.989,8178.417,8573.814
Central Asia and the Caucasus,2133.685,2113.068,1876.637,1753.332,1668.464,1835.181,1983.05,2260.66,2333.225,2707.896,3738.161,,1911.941,2238.904,1670.342,2182.672,2340.272,2430.693,2524.398,2336.649,2452.981,,1988.413,2521.082,3221.958,3958.457,4481.02,5509.872,6272.52,5338.628,6290.767,6989.747,7316.286,7841.508,7609.399,6708.144,6293.224,6241.982,5790.612,5689.231,5340.316,7001.507,7497.813,8252.387,9007.729,9724.044,10491.833,11324.687
East Asia,1345.555,1427.812,1337.44,1438.817,1507.113,1556.794,2105.059,2508.344,3020.931,3067.105,3081.572,3456.514,3773.513,4274.071,4590.83,5148.96,4803.995,4519.661,4104.019,4576.907,4925.666,4537.436,4526.851,4907.489,5407.63,5683.567,5903.895,6489.531,7397.996,7726.821,8779.033,10077.523,10736.948,10775.243,11174.207,11209.243,11595.274,12256.851,13346.602,13621.68,13894.246,15792.388,16940.63,17914.614,19065.046,20312.318,21609.059,23009.172
Eastern Europe ,1996.603,2103.665,2258.093,2265.028,2160.768,2138.522,2207.307,2239.811,2614.093,,,,977.023,1454.894,1904.347,2356.832,2700.06,2783.179,2433.799,2103.14,2295.9,2614.385,2972.142,3642.394,4659.608,5730.814,6972.859,9036.001,11322.416,8865.815,10048.114,11894.817,12076.348,12668.155,11922.373,8989.829,8841.654,10329.477,11281.978,11613.641,10942.03,12896.806,15743.532,16256.358,16957.912,17685.674,18443.304,19249.243
Europe,8996.442,8063.739,7785.64,7566.103,7254.029,7493.586,10063.756,12332.464,13761.074,,,,13272.919,12183.067,13081.077,14820.496,15167.179,14249.823,14496.048,14360.459,13495.792,13725.943,15009.001,18208.815,21128.076,22346.973,24122.426,28071.011,30791.861,26987.66,27384.331,30087.733,28757.557,29929.377,30354.701,26016.335,25979.401,27581.092,29723.994,29306.669,28352.473,32174.527,33529.269,34508.935,36280.93,37930.877,39640.121,41320.584
Middle East (Region),5538.265,5803.837,5437.201,5330.413,5095.808,4936.46,4823.346,5647.816,5792.657,6410.566,7865.199,5423.505,3400.971,3498.818,3710.73,4074.418,4577.92,4821.813,4674.688,5338.896,6480.592,6033.405,4678.895,4493.823,5239.7,6227.875,7142.757,8248.219,10042.745,8697.59,10052.165,13036.729,12604.179,12839.207,12889.318,10962.357,10829.108,11427.594,12468.065,12834.388,12617.487,16488.537,19730.834,19860.04,20223.375,20652.855,21167.656,21759.316
North Africa,1582.812,1471.644,1483.163,1508.805,1518.302,1634.256,1647.734,1855.22,1908.964,2097.806,2091.265,1558.155,1552.823,1515.713,1483.915,1603.614,1746.337,1759.598,1779.72,1850.665,1914.575,1843.826,1673.83,1832.94,2036.999,2324.981,2633.241,3019.416,3656.28,3381.186,3752.593,3926.835,4314.169,4248.803,4235.911,3938.264,3864.064,3398.586,3549.132,3716.825,3710.429,4040.461,4327.351,4335.684,4542.581,4795.36,5059.083,5330.264
North America,10457.985,11686.633,11731.442,12418.412,13601.14,14385.174,14755.961,15564.767,16773.882,17980.238,18830.47,19291.838,20088.555,20918.945,21835.939,22106.304,23123.812,24384.272,25313.179,26696.554,28313.075,28914.37,29516.171,30665.7,32548.608,34659.111,36611.408,38198.393,38767.908,36889.969,38646.642,40133.999,41297.208,42387.388,43507.773,43698.887,44099.57,45778.98,47872.45,49385.508,47447.138,52518.177,56992.887,59332.819,61021.46,62973.933,65156.496,67316.574
Pacific Islands ,1419.647,1376.43,1284.999,1234.135,1163.535,1062.668,1135.808,1200.087,1486.961,1420.551,1322.037,1471.028,1580.121,1723.929,1868.523,1713.098,1788.644,1693.254,1309.659,1254.924,1193.977,1067.347,1047.767,1265.773,1432.039,1607.929,1738.726,1923.725,2200.102,2056.853,2341.591,2775.082,3049.601,3023.024,3199.256,2969.082,2853.949,3056.375,3168.104,3162.421,2996.683,3160.284,3501.179,3663.437,3786.84,3900.877,4057.607,4222.79
South America,2455.737,2410.796,1997.854,1833.554,1759.546,1903.984,2107.368,2193.111,2397.537,2577.78,2791.632,2813.698,2957.061,3138.952,3674.201,4521.445,4744.674,4968.257,4831.15,3840.782,3996.919,3622.827,2814.007,2993.954,3571.371,4505.923,5415.204,6658.481,7999.989,7623.377,9664.037,11189.193,11191.468,11027.599,10632.096,8590.704,8267.664,9279.161,8696.544,8211.508,6621.941,7553.929,8696.546,9243.525,9623.696,9921.016,10263.427,10636.657
South Asia,287.472,297.809,301.063,310.144,304.271,321.32,331.486,358.742,375.863,374.363,393.028,349.188,362.231,352.115,389.589,424.715,449.885,462.005,459.356,477.096,479.976,482.775,498.047,569.929,649.632,731.115,816.35,1014.228,1018.183,1100.591,1322.885,1418.553,1415.944,1436.84,1556.074,1610.725,1727.616,1947.241,1981.202,2025.206,1910.217,2219.029,2385.452,2555.988,2763.142,2984.422,3216.67,3458.768
Southeast Asia,777.13,767.428,799.2,803.287,893.463,747.671,759.193,803.948,820.913,854.668,949.728,1047.347,1169.148,1288.655,1448.346,1657.199,1807.109,1685.912,1027.66,1188.846,1250.866,1190.189,1309.936,1455.175,1624.013,1787.168,2113.166,2491.067,2862.924,2794.925,3415.716,3922.968,4114.209,4201.928,4186.456,4018.462,4165.684,4445.539,4716.385,4938.523,4661.357,5017.924,5377.649,5751.501,6109.576,6520.665,6934.975,7406.589
Sub-Saharan Africa (Region) ,,,,,,,,,,,846.449,835.054,803.973,782.06,740.737,887.349,967.623,982.48,962.06,689.6,678.836,636.603,670.567,817.298,978.707,1127.096,1266.814,1431.215,1593.032,1483.635,1712.859,1900.469,1919.772,1966.613,2004.72,1758.407,1599.909,1647.524,1723.168,1691.231,1561.364,1710.598,1815.237,1895.743,2004.376,2118.742,2243.175,2373.486
Western Europe,10533.466,9376.118,9007.956,8746.141,8392.805,8694.773,11830.087,14605.642,16267.869,16479.697,20323.154,21492.644,23265.297,21050.246,22268.086,25458.649,25872.91,24269.908,24980.949,24945.927,23102.379,23173.824,25131.974,30340.724,34717.157,35916.74,38008.697,43359.627,46294.367,41333.441,41024.493,44318.628,41752.343,43329.284,44604.727,39114.211,39093.619,40718.164,43690.469,42636.35,41388.227,46516.355,44987.358,46219.68,48629.637,50818.312,53080.563,55262.237
Western Hemisphere (Region),6722.558,7346.826,7186.818,7467.145,8051.187,8497.68,8746.912,9184.339,9879.196,10569.129,11049.14,11287.495,11751.144,12246.555,12865.728,13351.338,13928.3,14657.24,15062.532,15332.728,16198.896,16326.369,16275.584,16908.705,18092.481,19561.5,20930.55,22273.155,23145.685,22016.044,23763.704,25165.691,25745.248,26215.179,26602.71,25823.682,25876.962,27143.526,27944.321,28462.192,26761.415,29696.482,32417.933,33799.967,34782.003,35852.991,37053.285,38191.902
ASEAN-5,746.161,732.669,761.511,757.469,843.358,683.404,720.252,761.285,769.155,791.254,869.41,952.585,1063.576,1170.019,1306.333,1489.865,1631.755,1501.781,951.324,1133.975,1182.511,1131.453,1265.556,1416.73,1568.009,1722.757,2047.329,2405.636,2787.209,2709.422,3316.814,3783.481,3965.225,4042.659,4011.969,3843.727,4001.712,4276.741,4516.582,4771.812,4498.248,4843.297,5217.599,5604.67,5972.008,6401.904,6831.821,7324.09
Advanced economies,10310.984,10395.457,10253.56,10604.196,11028.4,11547.404,14021.399,16211.403,18200.365,18852.428,20985.356,22216.234,23585.885,23404.408,24951.157,27037.42,27054.069,26362.504,26300.051,27533.588,27830.405,27364.441,28369.878,31628.433,34874.764,36463.315,38102.795,41347.045,43375.866,40683.161,42269.602,45141.533,44772.77,44974.161,45795.722,43111.784,44042.859,45745.302,48225.589,48491.103,47186.845,52131.808,53101.91,55035.975,57279.306,59607.126,62040.316,64410.21
Emerging and Developing Asia,361.48,352.42,352.764,366.007,377.595,360.318,362.221,388.827,426.044,445.765,440.871,436.842,486.513,541.59,556.78,655.814,731.501,748.694,673.509,729.501,773.496,806.258,872.606,983.52,1128.032,1288.854,1511.805,1896.042,2257.763,2429.378,2899.803,3429.125,3741.991,4056.845,4341.107,4477.081,4561.849,4972.762,5439.674,5626.397,5656.872,6610.017,7399.706,7899.654,8428.674,9001.082,9604.806,10270.692
Emerging and Developing Europe,2046.064,2107.093,2117.57,2074.814,1975.881,2023.457,2121.416,2247.872,2504.384,,,,1382.969,1856.944,2038.478,2449.984,2765.218,2869.812,2561.694,2215.113,2439.209,2500.08,2845.316,3516.846,4541.85,5640.718,6729.538,8616.882,10583.166,8278.405,9619.222,11224.359,11544.554,12180.914,11443.052,8865.229,8689.797,9787.639,10193.319,10375.846,9709.244,11352.501,13479.075,14058.104,14785.239,15523.408,16321.795,17201.272
Emerging market and developing economies,886.27,907.35,841.407,810.946,795.68,789.697,792.658,856.797,924.672,990.98,1281.524,1158.443,952.079,1060.585,1126.048,1273.576,1399.287,1461.809,1374.837,1311.907,1416.662,1403.144,1371.876,1522.208,1785.115,2106.09,2458.657,2989.139,3539.374,3339.632,3959.75,4615.731,4810.199,5038.529,5133.135,4763.046,4709.868,5092.931,5394.324,5478.1,5264.7,6184.584,6946.38,7300.106,7690.003,8102.36,8540.709,9019.575
Euro area,,,,,,,,,,,,19642.824,21569.459,19510.81,20543.512,24187.617,24493.844,21937.401,22295.685,22285.258,20254.244,20484.02,22247.664,27247.525,31066.708,32033.616,33871.332,38845.976,42472.218,38624.761,37727.193,40753.315,37718.37,39267.664,40006,34486.434,35226.022,37217.843,40156.738,39275.16,38139.039,42499.398,40704.963,41358.129,43362.784,45306.007,47212.092,49070.499
European Union,8545.4,7517.436,7263.026,7081.237,6801.644,6992.858,9570.757,11703.973,12881.887,13062.425,16000.393,16981.402,18251.368,16343.973,17300.331,19547.81,19843.031,18202.796,18745.305,18624.723,17063.294,17302.244,18867.602,23114.613,26479.171,27540.58,29292.99,33832.075,37338.384,33716.858,33263.082,35914.497,33325.668,34773.667,35536.507,30694.01,31393.536,33318.901,36013.132,35286.797,34459.379,38585.029,37275.747,38104.714,40081.009,42021.098,43891.769,45742.907
Latin America and the Caribbean,2523.592,2662.727,2134.332,1899.573,1934.927,2039.015,1983.065,2070.474,2293.364,2526.383,2764.493,2912.363,3134.258,3471.998,3869.214,4090.976,4351.98,4692.589,4650.822,4107.611,4422.493,4247.719,3711.789,3727.527,4222.257,5067.254,5873.687,6882.622,7918.728,7235.804,8913.32,10180.328,10213.592,10219.362,10014.495,8391.504,8008.626,8829.244,8535.611,8273.545,6829.385,7852.916,8878.713,9348.734,9701.351,10015.925,10369.729,10744.368
Major advanced economies (G7),11277.326,11555.534,11437.808,12005.408,12571.205,13257.816,15955.657,18240.622,20391.335,21017.506,23045.81,24476.838,26076.913,26397.703,28033.038,30371.407,30130.796,29549.196,29766.015,31196.2,31745.242,31179.867,31961.618,35080.905,38309.23,39755.25,41230.25,44034.38,45908.41,43486.593,44933.541,47539.034,47550.485,47355.906,48265.555,46092.764,47146.124,48569.025,51081.454,51810.749,50299.93,55016.859,56354.59,58495.301,60783.882,63202.933,65750.758,68201.26
Middle East and Central Asia,2146.113,2196.025,2103.233,2072.757,2037.621,2035.88,2003.529,2312.027,2361.941,2634.979,3132.42,2205.015,1358.464,1418.514,1467.394,1630.388,1813.244,1885.769,1852.511,2038.835,2353.212,2228.699,1787.967,1938.157,2279.699,2730.094,3199.622,3741.713,4504.9,3973.642,4551.966,5495.193,5409.959,5481.863,5493.412,4801.583,4639.491,4676.388,4990.898,5072.336,4933.629,6386.382,7507.644,7529.942,7729.196,7956.684,8213.256,8493.311
Other advanced economies,6886.485,6930.571,6792.923,6699.744,6948.341,6861.781,8292.104,10106.092,11787.179,12686.248,14451.681,15163.32,16002.26,15631.148,17363.968,18783.936,19825.733,19042.746,17048.474,18127.062,18552.57,17815.581,19252.801,22056.381,25051.55,27458.129,29501.205,33452.355,34972.043,31864.124,36424.612,41268.203,41251.298,42337.972,42778.967,39058.379,39535.979,42216.424,44142.03,43022.85,42555.028,48965.722,49580.11,51398.605,53529.015,55708.932,57993.545,60331.76
Sub-Saharan Africa,,,,,,,,,,,888.1,875.158,840.876,814.382,769.381,920.745,1002.821,1015.562,993.207,706.012,691.384,643.325,676.067,826.538,989.614,1134.213,1267.199,1422.726,1587.303,1487.555,1716.504,1894.606,1940.907,1986.662,2020.599,1761.195,1596.738,1664.691,1760.388,1727.391,1591.065,1746.345,1849.62,1933.069,2043.649,2160.323,2287.835,2421.53
World,2862.333,2876.22,2772.215,2797.085,2846.673,2920.23,3376.821,3820.734,4222.994,4365.323,4763.55,4851.567,4802.195,4855.191,5131.819,5626.243,5694.385,5592.904,5448.35,5566.836,5671.185,5558.803,5653.864,6245.003,6943.046,7429.368,7948.537,8863.739,9603.535,8989.602,9717.228,10683.647,10737.727,10918.342,11076.939,10333.211,10386.247,10916.54,11489.302,11558.645,11155.514,12616.281,13396.102,13923.716,14522.871,15149.837,15810.007,16490.798
